Name;Age;Class;Ticket;Joined;Job;Fate;Sex
MCGOUGH, Mr George Francis 'Paddy';36;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
MCGOUGH, Mr James Robert;35;1st Class Passenger;"17473
£26 5s 9d";Southampton;Buyer  ;Survivor;M
MCGOVERN, Ms Mary;22;3rd Class Passenger;"330931
£7 17s 7d";Queenstown; ;Survivor;F
MCGOWAN, Miss Anna Louise;17;3rd Class Passenger;"330923
£8 7d";Queenstown; ;Survivor;F
MCGOWAN, Miss Catherine;42;3rd Class Passenger;"9232
£7 15s";Queenstown; ;Dead;F
MCGOWN, Mr Barney;43;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCGRADY, Mr James;17;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
MCGREEVY, Mr Richard;26;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
MCGROGAN, Mr John;45;Engineering Crew;;Belfast;Greaser  ;Survivor;M
MCILROY, Mr Barney;36;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCILROY, Mr James;40;Engineering Crew;;Belfast;Greaser  ;Survivor;M
MCILROY, Mr Robert;26;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
MCILROY, Mr William;40;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCILWAINE, Mr James;25;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
MCINERNEY, Mr Thomas;38;Engineering Crew;;Southampton;Greaser  ;Dead;M
MCINTOSH, Mr Joseph;48;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
MCINTYRE, Mr William;21;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
MCKANE, Mr Peter Daniel;46;2nd Class Passenger;"28403
£26";Southampton;Quarryman  ;Dead;M
MCKAY, Mr Charles Donald;30;Victualling Crew;;Belfast;Saloon Steward  ;Survivor;M
MCKENNA, Mr Barney;24;Engineering Crew;;Belfast;Leading Fireman  ;Survivor;M
MCKENNA, Mr Patrick;40;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
MCKINNEY, Mr Peter;40;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCLAREN, Mrs Hypatia;40;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
MCMAHON, Mr Martin;19;3rd Class Passenger;"370372
£7 15s";Queenstown;Farm Labourer  ;Dead;M
MCMICKEN, Mr Arthur;23;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Survivor;M
MCMICKEN, Mr Benjamin Tucker;21;Victualling Crew;;Belfast;Second Pantry Steward  ;Dead;M
MCMILLAN, Mr Samuel;29;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCMILLAN, Mr William;35;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCMILLEN, Mr Thomas;55;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCMULLAN, Mr Patrick;30;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MCMULLAN, Mr William;40;Engineering Crew;;Belfast;Greaser  ;Survivor;M
MCMULLIN, Mr John Richard;36;Victualling Crew;;Belfast;First class saloon steward  ;Dead;M
MCMURRAY, Mr William;44;Victualling Crew;;Belfast;1st Class Bedroom Steward  ;Dead;M
MCNAMEE, Mr Neal;27;3rd Class Passenger;"376566
£16 2s";Southampton;Provision Manager  ;Dead;M
MCNAMEE, Mrs Eileen;19;3rd Class Passenger;"376566
£16 2s";Southampton; ;Dead;F
MCNEILL, Miss Bridget;32;3rd Class Passenger;"370368
£7 15s";Queenstown; ;Dead;F
MCQUILLAN, Mr William;26;Engineering Crew;;Belfast;Fireman  ;Dead;M
MCRAE, Mr William Alexander;32;Engineering Crew;;Southampton;Fireman  ;Dead;M
MCREYNOLDS, Mr William;22;Engineering Crew;;Belfast;Junior 6th. Engineer  ;Dead;M
MCTEER, Mr John;38;Engineering Crew;;Belfast;Greaser  ;Survivor;M
MEANWELL, Mrs Marian;62;3rd Class Passenger;"392087
£8 1s";Southampton;Milliner  ;Dead;F
MECHAN, Mr William;38;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
MEEHAN, Mr John;22;3rd Class Passenger;"3130
£7 15s";Queenstown;General Labourer  ;Dead;M
MEEK, Mrs Annie Louisa;32;3rd Class Passenger;"343095
£8 1s";Southampton; ;Dead;F
MELLINGER, Miss Violet Madeline;13;2nd Class Passenger;"250644
£19 10s";Southampton; ;Survivor;F
MELLINGER, Mrs Elizabeth Anne;42;2nd Class Passenger;"250644
£19 10s";Southampton;Servant  ;Survivor;F
MELLOR, Mr Arthur;34;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
MELLORS, Mr William John;19;2nd Class Passenger;"SW/PP 751
£10 10s";Southampton;Salesman  ;Survivor;M
MEO (MARTINO), Mr Alfonzo;48;3rd Class Passenger;"11206
£8 1s";Southampton;Musician  ;Survivor;M
MERNAGH, Mr Robert;28;3rd Class Passenger;"368703
£7 15s";Queenstown;Farm Labourer  ;Dead;M
MEYER, Mr August;31;2nd Class Passenger;"248723
£13";Southampton;Baker  ;Dead;M
MEYER, Mr Edgar Joseph;28;1st Class Passenger;"17604
£82 3s 5d";Cherbourg;Mechanical Engineer  ;Dead;M
MEYER, Mrs Leila;25;1st Class Passenger;"17604
£82 3s 5d";Cherbourg; ;Survivor;F
MIDDLETON, Mr Alfred Pirrie;27;Engineering Crew;;Belfast;Assistant Electrician  ;Dead;M
MIDDLETON, Mr Mark Victor;28;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
MIDTSJÃ¸, Mr Karl Albert;21;3rd Class Passenger;"345501
£7 15s 6d";Southampton;Farmer  ;Survivor;M
MIHOFF, Mr Stoytcho;28;3rd Class Passenger;"349207
£7 17s 11d";Southampton;General Labourer  ;Dead;M
MILES, Mr Frank;23;3rd Class Passenger;"359306
£8 1s";Southampton;Engineer  ;Dead;M
MILFORD, Mr George;28;Engineering Crew;;Southampton;Fireman  ;Dead;M
MILLAR, Mr Robert;26;Engineering Crew;;Belfast;Extra 5th Engineer  ;Dead;M
MILLAR, Mr Thomas;32;Engineering Crew;;Belfast;Deck Engineer  ;Dead;M
MILLER, Mr William;32;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MILLET, Mr Francis Davis;65;1st Class Passenger;"13509
£26 11s";Cherbourg;Artist  ;Dead;M
MILLFORD, Mr Daniel;26;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
MILLING, Mr Jacob Christian;48;2nd Class Passenger;"234360
£13";Southampton;Machine Inspector  ;Dead;M
MILLS, Mr Christopher;51;Victualling Crew;;Southampton;Butcher  ;Survivor;M
MINAHAN, Dr William Edward;44;1st Class Passenger;"19928
£90";Queenstown;Merchant  ;Dead;M
MINAHAN, Miss Ida Daisy;33;1st Class Passenger;"19928
£90";Queenstown; ;Survivor;F
MINAHAN, Mrs Lillian Mae;37;1st Class Passenger;"19928
£90";Queenstown; ;Survivor;F
MINEFF, Mr Ivan;24;3rd Class Passenger;"349233
£7 17s 11d";Southampton;General Labourer  ;Dead;M
MINKOFF, Mr Lazar;21;3rd Class Passenger;"349211
£7 17s 11d";Southampton;General Labourer  ;Dead;M
MINTRAM, Mr William;46;Engineering Crew;;Southampton;Fireman  ;Dead;M
MISHELLANY, Mr Abraham Mansoor;53;Victualling Crew;;Belfast;Printer Steward  ;Dead;M
MITCHELL, Mr Henry Michael;72;2nd Class Passenger;"24580
£10 10s";Southampton;Retired  ;Dead;M
MITCHELL, Mr Lorenzo (Lawrence) Horace;19;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
MITKOFF, Mr Mito;23;3rd Class Passenger;"349221
£7 17s 11d";Southampton;General Labourer  ;Dead;M
MOCK, Mr Philipp Edmund;30;1st Class Passenger;"13236
£57 15s";Cherbourg; ;Survivor;M
MOCKLER, Miss Ellen Mary;23;3rd Class Passenger;"330980
£7 17s 7d";Queenstown; ;Survivor;F
MOEN, Mr Sigurd Hansen;27;3rd Class Passenger;"348123
£7 13s";Southampton;Carpenter / Joiner  ;Dead;M
MOLSON, Mr Harry Markland;55;1st Class Passenger;"113787
£30 10s";Southampton;Businessman  ;Dead;M
MONRÃ³S, Sr. Joan Javier;20;Restaurant Staff;;Southampton;Assistant Waiter  ;Dead;M
MONTEVERDI, Sig. Giovanni;23;Restaurant Staff;;Southampton;Cook  ;Dead;M
MONTVILA, Fr Juozas;27;2nd Class Passenger;"211536
£13";Southampton;Priest / Minister  ;Dead;M
MOODY, Mr James Paul;24;"Deck Crew
Titanic Officers";;Belfast;6th. Officer  ;Dead;M
MOOR, Master Meier;7;3rd Class Passenger;"392096
£12 9s 6d";Southampton; ;Survivor;M
MOOR, Mrs Beila;29;3rd Class Passenger;"392096
£12 9s 6d";Southampton;Tailor  ;Survivor;F
MOORE, Mr Alfred Ernest;39;Victualling Crew;;Southampton;Saloon Steward, 2nd Class  ;Dead;M
MOORE, Mr Clarence Bloomfield;47;1st Class Passenger;"113796
£42 8s";Southampton;Businessman  ;Dead;M
MOORE, Mr George Alfred;32;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
MOORE, Mr John J.;29;Engineering Crew;;Southampton;Fireman  ;Survivor;M
MOORE, Mr Leonard Charles;19;3rd Class Passenger;"54510
£8 1s";Southampton;Bricklayer  ;Dead;M
MOORE, Mr Ralph;22;Engineering Crew;;Southampton;Trimmer  ;Dead;M
MOORES, Mr Richard Henry;44;Engineering Crew;;Southampton;Greaser  ;Dead;M
MORAN, Miss Bridget;28;3rd Class Passenger;"371110
£24 3s";Queenstown; ;Survivor;F
MORAN, Mr Daniel J.;28;3rd Class Passenger;"371110
£24 3s";Queenstown;General Labourer  ;Dead;M
MORAWECK, Dr Ernest;54;2nd Class Passenger;"29011
£14";Southampton;Doctor  ;Dead;M
MORGAN (BIRD), Mr Charles Frederick;42;Victualling Crew;;Southampton;Storekeeper (1st Class)  ;Survivor;M
MORGAN, Mr Arthur Herbert;27;Engineering Crew;;Southampton;Trimmer  ;Dead;M
MORGAN, Mr Patrick;26;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MORGAN, Mr Thomas A.;26;Engineering Crew;;Southampton;Fireman  ;Dead;M
MORLEY, Mr Henry Samuel;38;2nd Class Passenger;"250655
£26";Southampton;Confectioner  ;Dead;M
MORLEY, Mr William;34;3rd Class Passenger;"364506
£8 1s";Southampton;Carpenter / Joiner  ;Dead;M
MORRELL, Mr James;24;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
MORRIS, Mr Arthur;30;Engineering Crew;;Southampton;Greaser  ;Dead;M
MORRIS, Mr Frank Herbert;28;Victualling Crew;;Belfast;Bathroom Steward (1st Class)  ;Survivor;M
MORRIS, Mr William Edward;23;Engineering Crew;;Southampton;Trimmer  ;Dead;M
MORRISON, Mr Thomas;26;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
MORROW, Mr Thomas Rowan;30;3rd Class Passenger;"372622
£7 15s";Queenstown;General Labourer  ;Dead;M
MOSS, Mr Albert Johan;29;3rd Class Passenger;"312991
£7 15s 6d";Southampton;Seaman  ;Survivor;M
MOSS, Mr William;36;Victualling Crew;;Belfast;1st Class Saloon Steward  ;Dead;M
MOUSSA, Mrs Mantoura Boulos;35;3rd Class Passenger;"2626
£7 4s 7d";Cherbourg;Housewife  ;Survivor;F
MOUTAL, Mr Rahamin Haim;28;3rd Class Passenger;"374746
£8 1s";Southampton;Traveller  ;Dead;M
MOYES, Mr William Young;24;Engineering Crew;;Belfast;Senior 6th. Engineer  ;Dead;M
MUBÄRIK, Master HalÄm;4;3rd Class Passenger;"2661
£15 4s 11d";Cherbourg; ;Survivor;M
MUBÄRIK, Master Jirjis;7;3rd Class Passenger;"2661
£15 4s 11d";Cherbourg; ;Survivor;M
MUBÄRIK, Mrs AmÄnah;25;3rd Class Passenger;"2661
£15 4s 11d";Cherbourg; ;Survivor;M
MUDD, Mr Thomas Cupper;17;2nd Class Passenger;"S.O./P.P 3
£10 10s";Southampton; ;Dead;M
MULLEN,;;"2nd Class Passenger
Cross Channel Passenger";"404
£1";Southampton; ;Survivor;M
MULLHOLLAND, Mr Daniel;48;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MULLHOLLAND, Mr J.;45;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MULLIN, Miss Catherine;21;3rd Class Passenger;"35852
£7 14s 8d";Queenstown; ;Survivor;F
MULLIN, Miss Mary;18;3rd Class Passenger;"370371
£15 10s";Queenstown; ;Dead;F
MULLIN, Mr Thomas;20;Victualling Crew;;Southampton;3rd Class Steward  ;Dead;M
MULVIHILL, Miss Bridget Elizabeth;25;3rd Class Passenger;"382653
£7 15s";Queenstown; ;Survivor;F
MURDLIN, Mr Joseph;22;3rd Class Passenger;"3235
£8 1s";Southampton;Chemist  ;Dead;M
MURDOCH, Mr William McMaster;39;"Deck Crew
Titanic Officers";;Belfast;1st. Officer  ;Dead;M
MURDOCK, Mr William John;37;Engineering Crew;;Belfast;Fireman  ;Survivor;M
MURPHY, Miss Catherine;18;3rd Class Passenger;"367230
£15 10s";Queenstown; ;Survivor;F
MURPHY, Miss Margaret Jane;25;3rd Class Passenger;"367230
£15 10s";Queenstown; ;Survivor;F
MURPHY, Miss Nora;31;3rd Class Passenger;"36568
£15 10s";Queenstown; ;Survivor;F
MURPHY, Mr Thomas;35;Engineering Crew;;Belfast;Leading Fireman  ;Survivor;M
MUSLAMÄNÄ, Mrs FatÄmah Muhammad;22;3rd Class Passenger;"2649
£7 4s 6d";Cherbourg; ;Survivor;M
MYHRMAN, Mr Pehr Fabian Oliver Malkolm;18;3rd Class Passenger;"347078
£7 15s";Southampton;Clerk  ;Dead;M
MYLES, Mr Thomas Francis;63;2nd Class Passenger;"240276
£9 13s 9d";Queenstown;Gentleman  ;Dead;M
MÃENPÃÃ, Mr Matti Alexanteri;22;3rd Class Passenger;"3101275
£7 2s 6d";Southampton; ;Dead;M
MÃKINEN, Mr Kalle Edvard;29;3rd Class Passenger;"3101268
£7 18s 6d";Southampton;General Labourer  ;Dead;M
MÃLLER, Mr Ludwig;37;Victualling Crew;;Southampton;Interpreter Steward (3rd Class)  ;Dead;M
MÄMÄ, Mr HannÄ MikÄ'Äl;18;3rd Class Passenger;"2677
£7 4s 7d";Cherbourg; ;Survivor;M
NAIDENOFF, Mr Penko;22;3rd Class Passenger;"349206
£7 17s 11d";Southampton;General Labourer  ;Dead;M
NAJIB KIAMIE, Miss Adele;15;3rd Class Passenger;"2667
£7 4s 6d";Cherbourg; ;Survivor;F
NAKHLI, Mr Toufik;17;3rd Class Passenger;"2641
£7 4s 7d";Cherbourg; ;Dead;M
NAKID, Miss Mariayam;1;3rd Class Passenger;"2653
£15 14s 10d";Cherbourg; ;Survivor;F
NAKID, Mr Sa'Äd Antān;21;3rd Class Passenger;"2653
£15 14s 10d";Cherbourg; ;Survivor;M
NAKID, Mrs Wadi'ah;19;3rd Class Passenger;"2653
£15 14s 10d";Cherbourg; ;Survivor;F
NANCARROW, Mr William Henry;36;3rd Class Passenger;"3338
£8 1s";Southampton;Mason  ;Dead;M
NANKOFF, Mr Minko;32;3rd Class Passenger;"349218
£7 17s 11d";Southampton;General Labourer  ;Dead;M
NANNINI, Sig. Francesco Luigi Arcangelo;42;Restaurant Staff;;Southampton;Head Waiter (Restaurant)  ;Dead;M
NASR 'ALMÄ, Mr MustafÃ ;20;3rd Class Passenger;"2652
£7 4s 7d";Cherbourg;Farm Labourer  ;Survivor;M
NASSER, Mr Nicholas;28;2nd Class Passenger;"237736
£30 1s 5d";Cherbourg; ;Dead;M
NASSER, Mrs Adele;14;2nd Class Passenger;"237736
£30 1s 5d";Cherbourg; ;Survivor;F
NATSCH, Mr Charles;36;1st Class Passenger;"17596
£29 14s";Cherbourg; ;Dead;M
NAUGHTON, Miss Hannah;21;3rd Class Passenger;"365237
£7 15s";Queenstown;Teacher  ;Dead;F
NAVRATIL, Master Edmond Roger;2;2nd Class Passenger;"230080
£26";Southampton; ;Survivor;M
NAVRATIL, Master Michel Marcel;3;2nd Class Passenger;"230080
£26";Southampton; ;Survivor;M
NAVRATIL, Mr Michel;32;2nd Class Passenger;"230080
£26";Southampton; ;Dead;M
NAá¹£R-RIZQ, Mr Su'Ädah á¸annÄ;20;3rd Class Passenger;"2676
£7 4s 6d";Cherbourg; ;Survivor;M
NEAL, Mr Bentley Harold;26;Victualling Crew;;Southampton;Baker  ;Survivor;M
NEILL, Mr Thomas;42;Engineering Crew;;Belfast;Fireman  ;Survivor;M
NENKOV, Mr Hristo;22;3rd Class Passenger;"349234
£7 17s 11d";Southampton;General Labourer  ;Dead;M
NESSON, Mr Israel;26;2nd Class Passenger;"244368
£13";Southampton;Electrician  ;Dead;M
NETTLETON, Mr George Walter;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
NEWELL, Miss Madeleine;31;1st Class Passenger;"35273
£113 5s 6d";Cherbourg; ;Survivor;F
NEWELL, Miss Marjorie Anne;23;1st Class Passenger;"35273
£113 5s 6d";Cherbourg; ;Survivor;F
NEWELL, Mr Arthur Webster;58;1st Class Passenger;"35273
£113 5s 6d";Cherbourg; ;Dead;M
NEWMAN, Mr Charles Thomas;33;Engineering Crew;;Southampton;Assistant Storekeeper  ;Dead;M
NEWSOM, Miss Helen Monypeny;19;1st Class Passenger;"11752
£26 5s 8d";Southampton; ;Survivor;F
NICHOLLS, Mr Joseph Charles;19;2nd Class Passenger;"33112
£36 15s";Southampton;Miner  ;Dead;M
NICHOLLS, Mr Sidney;39;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
NICHOLS, Mr Alfred William Stanley;48;Deck Crew;;Belfast;Boatswain  ;Dead;M
NICHOLS, Mr Arthur;46;Victualling Crew;;Southampton;Steward  ;Dead;M
NICHOLS, Mr E.;;"1st Class Passenger
Cross Channel Passenger";"103
£4";Southampton; ;Survivor;M
NICHOLS, Mr Walter Henry;35;Victualling Crew;;Southampton;Assistant Saloon Steward, 2nd class  ;Survivor;M
NICHOLSON, Mr Arthur Ernest;60;1st Class Passenger;"693
£26";Southampton; ;Dead;M
NIEMINEN, Miss Manta Josefina;29;3rd Class Passenger;"3101297
£7 18s 6d";Southampton;Servant  ;Dead;F
NIKLASSON, Mr Samuel;28;3rd Class Passenger;"363611
£8 1s";Southampton;General Labourer  ;Dead;M
NILSSON, Miss Berta Olivia;18;3rd Class Passenger;"347066
£7 15s 6d";Southampton; ;Survivor;F
NILSSON, Miss Helmina Josefina;26;3rd Class Passenger;"347470
£7 17s 1d";Southampton; ;Survivor;F
NILSSON, Mr August Ferdinand;21;3rd Class Passenger;"350410
£7 17s 1d";Southampton;General Labourer  ;Dead;M
NIRVA, Mr Iisakki Antino Ã„ijÃ;41;3rd Class Passenger;"3101272
£7 2s 6d";Southampton;General Labourer  ;Dead;M
NISKÃNEN, Mr Juha;39;3rd Class Passenger;"3101289
£7 18s 6d";Southampton; ;Survivor;M
NIVEN, Mr John Brown;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
NOEL, Major Gerard Thomas;55;"1st Class Passenger
Cross Channel Passenger";"48
£3";Southampton; ;Survivor;M
NOEL, Master William Henry Middleton;13;"1st Class Passenger
Cross Channel Passenger";"48
£3";Southampton; ;Survivor;M
NOFAL, Mr Mansouer;20;3rd Class Passenger;"2697
£7 4s 7d";Cherbourg;Journalist  ;Dead;M
NOLAN, Mr Michael;31;Engineering Crew;;Belfast;Leading Fireman  ;Survivor;M
NOON, Mr John Thomas;42;Engineering Crew;;Southampton;Fireman  ;Dead;M
NORMAN, Mr Robert Douglas;27;2nd Class Passenger;"218629
£13 10s";Southampton;Electrical Engineer  ;Dead;M
NORRIS, Mr James;22;Engineering Crew;;Southampton;Fireman  ;Dead;M
NOSS, Mr Bertram Arthur;21;Engineering Crew;;Southampton;Fireman  ;Dead;M
NOSS, Mr Henry;30;Engineering Crew;;Southampton;Fireman  ;Survivor;M
NOSWORTHY, Mr Richard Cater;21;3rd Class Passenger;"39886
£7 16s";Southampton;Farm Labourer  ;Dead;M
NOURNEY, Mr Alfred;20;1st Class Passenger;"2166
£13 17s 3d";Cherbourg;Gentleman  ;Survivor;M
NUTBEAN, Mr William;30;Engineering Crew;;Southampton;Fireman  ;Survivor;M
NYE, Mrs Elizabeth;29;2nd Class Passenger;"29395
£10 10s";Southampton; ;Survivor;F
NYSTEN, Miss Anna Sofia;22;3rd Class Passenger;"347081
£7 15s";Southampton; ;Survivor;F
NYSVEEN, Mr Johan Hansen;60;3rd Class Passenger;"345364
£6 4s 9d";Southampton;Farmer  ;Dead;M
NÄQāLA YÄRID, Master IlyÄs;11;3rd Class Passenger;"2651
£11 4s 10d";Cherbourg; ;Survivor;M
NÄQāLA YÄRID, Miss Jamilah;14;3rd Class Passenger;"2651
£11 4s 10d";Cherbourg; ;Survivor;M
O'BRIEN, Mr Denis;21;3rd Class Passenger;"330979
£7 16s 7d";Queenstown;Postal Clerk / Postman  ;Dead;M
O'BRIEN, Mr Thomas;27;3rd Class Passenger;"370365
£15 10s";Queenstown;Farm Labourer  ;Dead;M
O'BRIEN, Mrs Hannah;27;3rd Class Passenger;"370365
£15 10s";Queenstown;Housewife  ;Survivor;F
O'CONNELL, Mr Patrick Denis;18;3rd Class Passenger;"334912
£7 14s 8d";Queenstown;General Labourer  ;Dead;M
O'CONNOR, Mr John;29;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
O'CONNOR, Mr Maurice;17;3rd Class Passenger;"371060
£7 15s";Queenstown;General Labourer  ;Dead;M
O'CONNOR, Mr Patrick;23;3rd Class Passenger;"366713
£7 15s";Queenstown;Farmer  ;Dead;M
O'CONNOR, Mr Thomas Peter;44;Victualling Crew;;Belfast;1st Class Bedroom Steward  ;Dead;M
O'DWYER, Miss Ellen;24;3rd Class Passenger;"330959
£7 17s 7d";Queenstown; ;Survivor;F
O'FLANNIGAN, Mr Thomas;39;Engineering Crew;;Belfast;Fireman  ;Survivor;M
O'KEEFE, Mr Arthur;44;3rd Class Passenger;"323592
£7 5s";Southampton;Farmer  ;Dead;M
O'KEEFFE, Mr Patrick;21;3rd Class Passenger;"368402
£7 15s";Queenstown;Farm Labourer  ;Survivor;M
O'LEARY, Miss Hanora;16;3rd Class Passenger;"330919
£7 16s 7d";Queenstown; ;Survivor;F
O'LOUGHLIN, Dr William Francis Norman;63;Deck Crew;;Belfast;Surgeon  ;Dead;M
O'SULLIVAN, Miss Bridget Mary;21;3rd Class Passenger;"330909
£7 12s 7d";Queenstown; ;Dead;F
ODELL, Master Jack;11;"1st Class Passenger
Cross Channel Passenger";"84
£24";Southampton; ;Survivor;M
ODELL, Miss Kate;;"1st Class Passenger
Cross Channel Passenger";"84
£24";Southampton; ;Survivor;F
ODELL, Mrs Lily May;;"1st Class Passenger
Cross Channel Passenger";"84
£24";Southampton; ;Survivor;F
OLIVA Y OCANA, DoÃ±a Fermina;39;"1st Class Passenger
Servant";"17758
£108 18s";Cherbourg;Personal Maid  ;Survivor;F
OLIVE, Mr Charles;31;Engineering Crew;;Southampton;Greaser  ;Dead;M
OLIVE, Mr Ernest Roskelly;27;Victualling Crew;;Southampton;Clothes Presser Steward (1st class)  ;Dead;M
OLIVER, Mr H.;32;Engineering Crew;;Southampton;Fireman  ;Survivor;M
OLLIVER, Mr Alfred John;27;Deck Crew;;Belfast;Quartermaster  ;Survivor;M
OLSEN, Master Artur Karl;9;3rd Class Passenger;"17368
£3 3s 5d";Southampton; ;Survivor;M
OLSEN, Mr Henry Margido;28;3rd Class Passenger;"4001
£22 10s 6d";Southampton;Engineer  ;Dead;M
OLSEN, Mr Karl Siegwart Andreas;42;3rd Class Passenger;"4579
£8 8s 1d";Southampton;General Labourer  ;Dead;M
